event_name	tweet_id	image_id	image	label_image
california_wildfires	917791291823591425	917791291823591425_0	data_image/california_wildfires/10_10_2017/917791291823591425_0.jpg	severe_damage
california_wildfires	917792092100988929	917792092100988929_0	data_image/california_wildfires/10_10_2017/917792092100988929_0.jpg	severe_damage
california_wildfires	917792147700465664	917792147700465664_0	data_image/california_wildfires/10_10_2017/917792147700465664_0.jpg	severe_damage
california_wildfires	917792930315821057	917792930315821057_0	data_image/california_wildfires/10_10_2017/917792930315821057_0.jpg	severe_damage
california_wildfires	917793137925459968	917793137925459968_0	data_image/california_wildfires/10_10_2017/917793137925459968_0.jpg	severe_damage
california_wildfires	917793137925459968	917793137925459968_1	data_image/california_wildfires/10_10_2017/917793137925459968_1.jpg	severe_damage
california_wildfires	917793137925459968	917793137925459968_2	data_image/california_wildfires/10_10_2017/917793137925459968_2.jpg	severe_damage
california_wildfires	917794232160661505	917794232160661505_0	data_image/california_wildfires/10_10_2017/917794232160661505_0.jpg	severe_damage
california_wildfires	917794360581869569	917794360581869569_0	data_image/california_wildfires/10_10_2017/917794360581869569_0.jpg	severe_damage
california_wildfires	917794580728295424	917794580728295424_0	data_image/california_wildfires/10_10_2017/917794580728295424_0.jpg	severe_damage
california_wildfires	917794892113498113	917794892113498113_0	data_image/california_wildfires/10_10_2017/917794892113498113_0.jpg	severe_damage
california_wildfires	917795236595863552	917795236595863552_0	data_image/california_wildfires/10_10_2017/917795236595863552_0.jpg	severe_damage
california_wildfires	917796307191951360	917796307191951360_0	data_image/california_wildfires/10_10_2017/917796307191951360_0.jpg	severe_damage
california_wildfires	917796883610820608	917796883610820608_0	data_image/california_wildfires/10_10_2017/917796883610820608_0.jpg	severe_damage
california_wildfires	917797763282214913	917797763282214913_0	data_image/california_wildfires/10_10_2017/917797763282214913_0.jpg	severe_damage
california_wildfires	917800657796595715	917800657796595715_0	data_image/california_wildfires/10_10_2017/917800657796595715_0.jpg	severe_damage
california_wildfires	917804456422473734	917804456422473734_0	data_image/california_wildfires/10_10_2017/917804456422473734_0.jpg	severe_damage
california_wildfires	917807529479901184	917807529479901184_0	data_image/california_wildfires/10_10_2017/917807529479901184_0.jpg	severe_damage
california_wildfires	917810972479381504	917810972479381504_0	data_image/california_wildfires/10_10_2017/917810972479381504_0.jpg	severe_damage
california_wildfires	917811151320338433	917811151320338433_0	data_image/california_wildfires/10_10_2017/917811151320338433_0.jpg	severe_damage
california_wildfires	917814656626020352	917814656626020352_0	data_image/california_wildfires/10_10_2017/917814656626020352_0.jpg	severe_damage
california_wildfires	917815040962695168	917815040962695168_2	data_image/california_wildfires/10_10_2017/917815040962695168_2.jpg	mild_damage
california_wildfires	917817013409583106	917817013409583106_0	data_image/california_wildfires/10_10_2017/917817013409583106_0.jpg	severe_damage
california_wildfires	917818978629808129	917818978629808129_0	data_image/california_wildfires/10_10_2017/917818978629808129_0.jpg	mild_damage
california_wildfires	917818995377569793	917818995377569793_0	data_image/california_wildfires/10_10_2017/917818995377569793_0.jpg	severe_damage
california_wildfires	917820061758263296	917820061758263296_0	data_image/california_wildfires/10_10_2017/917820061758263296_0.jpg	severe_damage
california_wildfires	917820422011449345	917820422011449345_0	data_image/california_wildfires/10_10_2017/917820422011449345_0.jpg	severe_damage
california_wildfires	917820560763183106	917820560763183106_0	data_image/california_wildfires/10_10_2017/917820560763183106_0.jpg	severe_damage
california_wildfires	917822041079861248	917822041079861248_0	data_image/california_wildfires/10_10_2017/917822041079861248_0.jpg	severe_damage
california_wildfires	917822563807399936	917822563807399936_0	data_image/california_wildfires/10_10_2017/917822563807399936_0.jpg	severe_damage
california_wildfires	917825253694459904	917825253694459904_0	data_image/california_wildfires/10_10_2017/917825253694459904_0.jpg	severe_damage
california_wildfires	917828328475680768	917828328475680768_0	data_image/california_wildfires/10_10_2017/917828328475680768_0.jpg	mild_damage
california_wildfires	917828356388900865	917828356388900865_0	data_image/california_wildfires/10_10_2017/917828356388900865_0.jpg	severe_damage
california_wildfires	917828826083840000	917828826083840000_0	data_image/california_wildfires/10_10_2017/917828826083840000_0.jpg	severe_damage
california_wildfires	917828952533716994	917828952533716994_0	data_image/california_wildfires/10_10_2017/917828952533716994_0.jpg	severe_damage
california_wildfires	917829116220473345	917829116220473345_0	data_image/california_wildfires/10_10_2017/917829116220473345_0.jpg	severe_damage
california_wildfires	917829163259592704	917829163259592704_0	data_image/california_wildfires/10_10_2017/917829163259592704_0.jpg	severe_damage
california_wildfires	917829663552045057	917829663552045057_0	data_image/california_wildfires/10_10_2017/917829663552045057_0.jpg	severe_damage
california_wildfires	917829942133575681	917829942133575681_0	data_image/california_wildfires/10_10_2017/917829942133575681_0.jpg	severe_damage
california_wildfires	917831645218136065	917831645218136065_0	data_image/california_wildfires/10_10_2017/917831645218136065_0.jpg	severe_damage
california_wildfires	917831909111222272	917831909111222272_0	data_image/california_wildfires/10_10_2017/917831909111222272_0.jpg	severe_damage
california_wildfires	917831945802919938	917831945802919938_0	data_image/california_wildfires/10_10_2017/917831945802919938_0.jpg	severe_damage
california_wildfires	917832022017445888	917832022017445888_0	data_image/california_wildfires/10_10_2017/917832022017445888_0.jpg	severe_damage
california_wildfires	917834628290920448	917834628290920448_0	data_image/california_wildfires/10_10_2017/917834628290920448_0.jpg	severe_damage
california_wildfires	917835123890049025	917835123890049025_0	data_image/california_wildfires/10_10_2017/917835123890049025_0.jpg	severe_damage
california_wildfires	917836899410235392	917836899410235392_0	data_image/california_wildfires/10_10_2017/917836899410235392_0.jpg	severe_damage
california_wildfires	917837517562445824	917837517562445824_0	data_image/california_wildfires/10_10_2017/917837517562445824_0.jpg	severe_damage
california_wildfires	917837755891240960	917837755891240960_0	data_image/california_wildfires/10_10_2017/917837755891240960_0.jpg	severe_damage
california_wildfires	917839142880468994	917839142880468994_0	data_image/california_wildfires/10_10_2017/917839142880468994_0.jpg	severe_damage
california_wildfires	917839142880468994	917839142880468994_1	data_image/california_wildfires/10_10_2017/917839142880468994_1.jpg	severe_damage
california_wildfires	917839142880468994	917839142880468994_2	data_image/california_wildfires/10_10_2017/917839142880468994_2.jpg	severe_damage
california_wildfires	917839142880468994	917839142880468994_3	data_image/california_wildfires/10_10_2017/917839142880468994_3.jpg	severe_damage
california_wildfires	917840040558055424	917840040558055424_0	data_image/california_wildfires/10_10_2017/917840040558055424_0.jpg	severe_damage
california_wildfires	917841184814436353	917841184814436353_0	data_image/california_wildfires/10_10_2017/917841184814436353_0.jpg	severe_damage
california_wildfires	917842240646664192	917842240646664192_0	data_image/california_wildfires/10_10_2017/917842240646664192_0.jpg	severe_damage
california_wildfires	917842481575841792	917842481575841792_0	data_image/california_wildfires/10_10_2017/917842481575841792_0.jpg	severe_damage
california_wildfires	917842724551667712	917842724551667712_0	data_image/california_wildfires/10_10_2017/917842724551667712_0.jpg	severe_damage
california_wildfires	917842924032929793	917842924032929793_0	data_image/california_wildfires/10_10_2017/917842924032929793_0.jpg	severe_damage
california_wildfires	917844496137601024	917844496137601024_0	data_image/california_wildfires/10_10_2017/917844496137601024_0.jpg	severe_damage
california_wildfires	917846485965959168	917846485965959168_0	data_image/california_wildfires/10_10_2017/917846485965959168_0.jpg	mild_damage
california_wildfires	917847260200886275	917847260200886275_0	data_image/california_wildfires/10_10_2017/917847260200886275_0.jpg	severe_damage
california_wildfires	917847652062162944	917847652062162944_0	data_image/california_wildfires/10_10_2017/917847652062162944_0.jpg	severe_damage
california_wildfires	917848117084430336	917848117084430336_0	data_image/california_wildfires/10_10_2017/917848117084430336_0.jpg	little_or_no_damage
california_wildfires	917848209661112320	917848209661112320_0	data_image/california_wildfires/10_10_2017/917848209661112320_0.jpg	severe_damage
california_wildfires	917848503568818183	917848503568818183_0	data_image/california_wildfires/10_10_2017/917848503568818183_0.jpg	severe_damage
california_wildfires	917855837254770688	917855837254770688_0	data_image/california_wildfires/10_10_2017/917855837254770688_0.jpg	severe_damage
california_wildfires	917856015219154945	917856015219154945_0	data_image/california_wildfires/10_10_2017/917856015219154945_0.jpg	severe_damage
california_wildfires	917856722315874306	917856722315874306_0	data_image/california_wildfires/10_10_2017/917856722315874306_0.jpg	severe_damage
california_wildfires	917857421250441218	917857421250441218_0	data_image/california_wildfires/10_10_2017/917857421250441218_0.jpg	severe_damage
california_wildfires	917858237948424202	917858237948424202_0	data_image/california_wildfires/10_10_2017/917858237948424202_0.jpg	severe_damage
california_wildfires	917861564002181120	917861564002181120_0	data_image/california_wildfires/10_10_2017/917861564002181120_0.jpg	severe_damage
california_wildfires	917863283419357185	917863283419357185_0	data_image/california_wildfires/10_10_2017/917863283419357185_0.jpg	severe_damage
california_wildfires	917864087438049280	917864087438049280_0	data_image/california_wildfires/10_10_2017/917864087438049280_0.jpg	severe_damage
california_wildfires	917864819994263553	917864819994263553_0	data_image/california_wildfires/10_10_2017/917864819994263553_0.jpg	severe_damage
california_wildfires	917864853015969792	917864853015969792_0	data_image/california_wildfires/10_10_2017/917864853015969792_0.jpg	severe_damage
california_wildfires	917869210499399680	917869210499399680_0	data_image/california_wildfires/10_10_2017/917869210499399680_0.jpg	severe_damage
california_wildfires	917871713823502336	917871713823502336_0	data_image/california_wildfires/10_10_2017/917871713823502336_0.jpg	severe_damage
california_wildfires	917871832467955714	917871832467955714_0	data_image/california_wildfires/10_10_2017/917871832467955714_0.jpg	severe_damage
california_wildfires	917872088303718402	917872088303718402_0	data_image/california_wildfires/10_10_2017/917872088303718402_0.jpg	severe_damage
california_wildfires	917915442085163008	917915442085163008_0	data_image/california_wildfires/11_10_2017/917915442085163008_0.jpg	severe_damage
california_wildfires	917915816615731201	917915816615731201_0	data_image/california_wildfires/11_10_2017/917915816615731201_0.jpg	severe_damage
california_wildfires	917920562248269824	917920562248269824_0	data_image/california_wildfires/11_10_2017/917920562248269824_0.jpg	severe_damage
california_wildfires	917921510731452416	917921510731452416_0	data_image/california_wildfires/11_10_2017/917921510731452416_0.jpg	mild_damage
california_wildfires	917922090677829632	917922090677829632_0	data_image/california_wildfires/11_10_2017/917922090677829632_0.jpg	severe_damage
california_wildfires	917923292148912129	917923292148912129_0	data_image/california_wildfires/11_10_2017/917923292148912129_0.jpg	severe_damage
california_wildfires	917924564579028992	917924564579028992_0	data_image/california_wildfires/11_10_2017/917924564579028992_0.jpg	severe_damage
california_wildfires	917924652915273733	917924652915273733_0	data_image/california_wildfires/11_10_2017/917924652915273733_0.jpg	severe_damage
california_wildfires	917925094055432194	917925094055432194_0	data_image/california_wildfires/11_10_2017/917925094055432194_0.jpg	severe_damage
california_wildfires	917925667051790336	917925667051790336_0	data_image/california_wildfires/11_10_2017/917925667051790336_0.jpg	severe_damage
california_wildfires	917926173975474176	917926173975474176_0	data_image/california_wildfires/11_10_2017/917926173975474176_0.jpg	severe_damage
california_wildfires	917926207492120576	917926207492120576_0	data_image/california_wildfires/11_10_2017/917926207492120576_0.jpg	severe_damage
california_wildfires	917933070358941696	917933070358941696_0	data_image/california_wildfires/11_10_2017/917933070358941696_0.jpg	severe_damage
california_wildfires	917933078969966592	917933078969966592_0	data_image/california_wildfires/11_10_2017/917933078969966592_0.jpg	mild_damage
california_wildfires	917934616878530560	917934616878530560_0	data_image/california_wildfires/11_10_2017/917934616878530560_0.jpg	severe_damage
california_wildfires	917935359039868928	917935359039868928_0	data_image/california_wildfires/11_10_2017/917935359039868928_0.jpg	severe_damage
california_wildfires	917938308927426560	917938308927426560_0	data_image/california_wildfires/11_10_2017/917938308927426560_0.jpg	severe_damage
california_wildfires	917944458523566080	917944458523566080_0	data_image/california_wildfires/11_10_2017/917944458523566080_0.jpg	severe_damage
california_wildfires	917945051736629248	917945051736629248_0	data_image/california_wildfires/11_10_2017/917945051736629248_0.jpg	severe_damage
california_wildfires	917945356696072192	917945356696072192_0	data_image/california_wildfires/11_10_2017/917945356696072192_0.jpg	severe_damage
california_wildfires	917947880035450880	917947880035450880_0	data_image/california_wildfires/11_10_2017/917947880035450880_0.jpg	severe_damage
california_wildfires	917948365182251008	917948365182251008_0	data_image/california_wildfires/11_10_2017/917948365182251008_0.jpg	severe_damage
california_wildfires	917949159742648320	917949159742648320_0	data_image/california_wildfires/11_10_2017/917949159742648320_0.jpg	severe_damage
california_wildfires	917950294956310528	917950294956310528_0	data_image/california_wildfires/11_10_2017/917950294956310528_0.jpg	severe_damage
california_wildfires	917955722020900864	917955722020900864_0	data_image/california_wildfires/11_10_2017/917955722020900864_0.jpg	severe_damage
california_wildfires	917956700149227520	917956700149227520_0	data_image/california_wildfires/11_10_2017/917956700149227520_0.jpg	mild_damage
california_wildfires	917963263396270080	917963263396270080_0	data_image/california_wildfires/11_10_2017/917963263396270080_0.jpg	severe_damage
california_wildfires	917964587852554240	917964587852554240_0	data_image/california_wildfires/11_10_2017/917964587852554240_0.jpg	severe_damage
california_wildfires	917971978547589120	917971978547589120_0	data_image/california_wildfires/11_10_2017/917971978547589120_0.jpg	severe_damage
california_wildfires	917972569613045760	917972569613045760_0	data_image/california_wildfires/11_10_2017/917972569613045760_0.jpg	severe_damage
california_wildfires	917972593789063170	917972593789063170_0	data_image/california_wildfires/11_10_2017/917972593789063170_0.jpg	little_or_no_damage
california_wildfires	917973143708463104	917973143708463104_0	data_image/california_wildfires/11_10_2017/917973143708463104_0.jpg	severe_damage
california_wildfires	917973346976968704	917973346976968704_0	data_image/california_wildfires/11_10_2017/917973346976968704_0.jpg	severe_damage
california_wildfires	917974072096645122	917974072096645122_0	data_image/california_wildfires/11_10_2017/917974072096645122_0.jpg	severe_damage
california_wildfires	917975588685664257	917975588685664257_0	data_image/california_wildfires/11_10_2017/917975588685664257_0.jpg	severe_damage
california_wildfires	917975647116513280	917975647116513280_0	data_image/california_wildfires/11_10_2017/917975647116513280_0.jpg	severe_damage
california_wildfires	917975783494373376	917975783494373376_0	data_image/california_wildfires/11_10_2017/917975783494373376_0.jpg	severe_damage
california_wildfires	917980277099712514	917980277099712514_0	data_image/california_wildfires/11_10_2017/917980277099712514_0.jpg	severe_damage
california_wildfires	917987028423331841	917987028423331841_0	data_image/california_wildfires/11_10_2017/917987028423331841_0.jpg	severe_damage
california_wildfires	917987784819990528	917987784819990528_0	data_image/california_wildfires/11_10_2017/917987784819990528_0.jpg	severe_damage
california_wildfires	917990440644866048	917990440644866048_0	data_image/california_wildfires/11_10_2017/917990440644866048_0.jpg	severe_damage
california_wildfires	917993008456519681	917993008456519681_0	data_image/california_wildfires/11_10_2017/917993008456519681_0.jpg	mild_damage
california_wildfires	917993642052280320	917993642052280320_0	data_image/california_wildfires/11_10_2017/917993642052280320_0.jpg	severe_damage
california_wildfires	917994406732615681	917994406732615681_0	data_image/california_wildfires/11_10_2017/917994406732615681_0.jpg	mild_damage
california_wildfires	917999457014226944	917999457014226944_0	data_image/california_wildfires/11_10_2017/917999457014226944_0.jpg	severe_damage
california_wildfires	918001973680574464	918001973680574464_0	data_image/california_wildfires/11_10_2017/918001973680574464_0.jpg	severe_damage
california_wildfires	918008272363368448	918008272363368448_0	data_image/california_wildfires/11_10_2017/918008272363368448_0.jpg	severe_damage
california_wildfires	918008803530039296	918008803530039296_0	data_image/california_wildfires/11_10_2017/918008803530039296_0.jpg	severe_damage
california_wildfires	918009550409752576	918009550409752576_0	data_image/california_wildfires/11_10_2017/918009550409752576_0.jpg	mild_damage
california_wildfires	918013344006602752	918013344006602752_0	data_image/california_wildfires/11_10_2017/918013344006602752_0.jpg	severe_damage
california_wildfires	918020878633332736	918020878633332736_0	data_image/california_wildfires/11_10_2017/918020878633332736_0.jpg	severe_damage
california_wildfires	918021142815952897	918021142815952897_0	data_image/california_wildfires/11_10_2017/918021142815952897_0.jpg	severe_damage
california_wildfires	918031214560215042	918031214560215042_0	data_image/california_wildfires/11_10_2017/918031214560215042_0.jpg	severe_damage
california_wildfires	918035671280893953	918035671280893953_0	data_image/california_wildfires/11_10_2017/918035671280893953_0.jpg	severe_damage
california_wildfires	918036711644565506	918036711644565506_0	data_image/california_wildfires/11_10_2017/918036711644565506_0.jpg	severe_damage
california_wildfires	918047357211742208	918047357211742208_0	data_image/california_wildfires/11_10_2017/918047357211742208_0.jpg	severe_damage
california_wildfires	918048338385104897	918048338385104897_0	data_image/california_wildfires/11_10_2017/918048338385104897_0.jpg	severe_damage
california_wildfires	918051144454344704	918051144454344704_0	data_image/california_wildfires/11_10_2017/918051144454344704_0.jpg	severe_damage
california_wildfires	918052612804505600	918052612804505600_0	data_image/california_wildfires/11_10_2017/918052612804505600_0.jpg	severe_damage
california_wildfires	918052949078761473	918052949078761473_0	data_image/california_wildfires/11_10_2017/918052949078761473_0.jpg	severe_damage
california_wildfires	918056566334599168	918056566334599168_0	data_image/california_wildfires/11_10_2017/918056566334599168_0.jpg	severe_damage
california_wildfires	918060571517480960	918060571517480960_0	data_image/california_wildfires/11_10_2017/918060571517480960_0.jpg	severe_damage
california_wildfires	918060571517480960	918060571517480960_1	data_image/california_wildfires/11_10_2017/918060571517480960_1.jpg	severe_damage
california_wildfires	918060571517480960	918060571517480960_2	data_image/california_wildfires/11_10_2017/918060571517480960_2.jpg	severe_damage
california_wildfires	918062929634770944	918062929634770944_0	data_image/california_wildfires/11_10_2017/918062929634770944_0.jpg	severe_damage
california_wildfires	918075238939635712	918075238939635712_0	data_image/california_wildfires/11_10_2017/918075238939635712_0.jpg	severe_damage
california_wildfires	918075669048938496	918075669048938496_0	data_image/california_wildfires/11_10_2017/918075669048938496_0.jpg	severe_damage
california_wildfires	918077527226118144	918077527226118144_0	data_image/california_wildfires/11_10_2017/918077527226118144_0.jpg	mild_damage
california_wildfires	918082606545039360	918082606545039360_0	data_image/california_wildfires/11_10_2017/918082606545039360_0.jpg	severe_damage
california_wildfires	918086493134098432	918086493134098432_0	data_image/california_wildfires/11_10_2017/918086493134098432_0.jpg	severe_damage
california_wildfires	918087716050530304	918087716050530304_0	data_image/california_wildfires/11_10_2017/918087716050530304_0.jpg	little_or_no_damage
california_wildfires	918090018190655488	918090018190655488_0	data_image/california_wildfires/11_10_2017/918090018190655488_0.jpg	severe_damage
california_wildfires	918091937449758721	918091937449758721_0	data_image/california_wildfires/11_10_2017/918091937449758721_0.jpg	severe_damage
california_wildfires	918095131689013248	918095131689013248_0	data_image/california_wildfires/11_10_2017/918095131689013248_0.jpg	severe_damage
california_wildfires	918095867218817026	918095867218817026_0	data_image/california_wildfires/11_10_2017/918095867218817026_0.jpg	severe_damage
